"RCP_SEQ","RCP_NM","VEGE_CLASS_SEQ","RCP_WAY2","RCP_PAT2","INFO_EMISSIONS","INFO_ENG","INFO_CAR","INFO_PRO","INFO_FAT","INFO_NA","HASH_TAG","ATT_FILE_NO_MAIN","ATT_FILE_NO_MK","RCP_PARTS_DTLS","MANUAL01","MANUAL02","MANUAL03","MANUAL04","MANUAL05","MANUAL06","MANUAL07","MANUAL08","MANUAL09","MANUAL10"
"1178","비빔냉면","4","끓이기","","246.00","499.00","66.70","28.30","13.20","887.31","","https://recipe1.ezmember.co.kr/cache/recipe/2020/12/21/7da0838c7c6262da6cf206a59c9bf2f71.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2020/12/21/7da0838c7c6262da6cf206a59c9bf2f71.jpg","칡냉면1인분 , 달걀 50g , 쌈무 적당량 , 토마토 15g , 양념 : 고추가루 1T , 고추장 1T , 꿀 1T , 매실청 1T , 간장 1/2T , 식초 1T , 참기름 1T"," 1 찜기에 물이 끓으면 달걀을 넣고 9분 30초 끓여주세요 꺼내서 찬물에 담갔다가 꺼내서 껍질을 제거합니다, 2 양념을 골고루 섞어서 비빔장을 만들어 주세요, 3 끓는물에 칡냉면을 넣고 젓가락으로 골고루 섞어주세요, 4 냉면이 익으면서 보글보글 물이 뽀얗게 변하면 불을 끄고 찬물에 헹궈 주세요, 5 삶은 달걀, 쌈무,토마토, 양념장을 올리고 먹어요 ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"1179","사골만두국","1","끓이기","","5494.50","606.00","62.60","26.20","28.00","2333.21","","https://recipe1.ezmember.co.kr/cache/recipe/2015/04/09/ddbb564435f58a83fd6adc233491c46a1.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2015/04/09/ddbb564435f58a83fd6adc233491c46a1.jpg","만두 700g, 계란 100g, 마늘 15g , 파 1+1/2줌 , 김가루 , 사골국 500g, 양념 : 소금"," 1 재료는 요렇게~~ 만두가 모두 14개에요 3인분~~ 감자만두가 있어서 감자만두로 준비했네요..ㅎㅎ 파는 사골곰탕에 넣어먹던걸로 준비했구요~, 2 먼저 계란에 소금 살짝넣어서 얇게 부쳐주었어요~, 3 고명으로 예쁘게 올릴려고 준비 ㅎㅎ, 4 사골국 처음엔 3인분 정도를 넣고 보글보글 끓여준후 끓으면 만두를 모두 투하~~ 다시 보글보글 끓여주어요...^^, 5 보글보글 끓으면 파와 계란지단을 넣어주고~ 사골곰탕으로 끓인거라 그냥 지단을 만들어 넣었어요~ 그냥 계란을 깨서 넣으면 국물이 지저분 할까바...ㅎㅎ, 6 한번 보글보글 끓으면 완성~간 보아 싱거우면 소금간만 살짝~, 7 역시나 만둣국엔 김가루가 최고~ ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"1180","수제비","3","끓이기","","39.00","378.00","72.00","15.00","3.40","925.17","","https://recipe1.ezmember.co.kr/cache/recipe/2020/09/06/dc01d3dfa0bd3b995555e4abdeeb42f91.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2020/09/06/dc01d3dfa0bd3b995555e4abdeeb42f91.jpg","수제비 100g , 감자 100g , 양파 30g , 청양초 1개 , 당근 , 호박 , 멸치액젓 10g, 육수 4컵 , 김가루 , 깨소금 약간"," 1 ㉠ 시판 수제비, 감자, 당근, 양파, 호박, 청양초는 먹기 좋은 크기로 썰어준다.                     , 2 ㉡ 멸치와 다시마로 육수를 낸 후 썰어둔 감자, 당근을 넣어준다.                   , 3 ㉢ 수제비는 물에 한 번 헹궈 밀가루를 털어낸 후 넣어준다.                   , 4                    , 5 ㉤ 그릇에 담아준 후 김가루, 깨소금을 뿌려 완성한다.                      ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"1181","월남쌈","2","기타","","2515.00","293.00","30.60","14.90","12.40","574.48","","https://recipe1.ezmember.co.kr/cache/recipe/2021/08/09/cd1e7eb6b1787899747d6524016b41321.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2021/08/09/cd1e7eb6b1787899747d6524016b41321.jpg","훈제오리 400g , 라이스페이퍼 13장 , 부추 150g , 양파 100g , 통마늘 13개 , 식초 1큰술 , 홍청양고추 36g , 통들깨 1큰술 , 매실액 2큰술 , 양조간장 1큰술 , 참기름 1큰술"," 1 부추는 2cm 간격으로 썰어주시고, 양파는 얇게 채썰어 주세요.부추, 양파도마, 칼, 2 홍색 청양고추는 씨를 발라낸 후 얇게 썰어주시고, 통마늘은 반으로 잘라줍니다.홍청양고추, 통마늘, 3 부추 무침 만들기 : 볼에 부추, 양파, 홍청양고추, 매실액 2큰술, 양조간장 1큰술을 넣고 잘 섞어주세요.부추, 양파, 홍청양고추, 매실액, 양조간장볼, 4 그리고 식초 1큰술, 참기름 1큰술, 통들깨 1큰술을 넣고 섞어서 부추무침을 만들어 줍니다.식초, 참기름, 통들깨, 5 그 다음 팬에 기름을 두르지 않은채로 훈제오리고기와 통마늘을 구워주세요.훈제오리고기, 통마늘, 6 월남쌈 만들기 : 모든 재료가 준비되면 라이스 페이퍼를 아래 깔고 부추 무침, 훈제오리고기, 통마늘 순으로 넣어준 뒤 돌돌돌 말아주면 완성입니다.라이스 페이퍼, 부추, 훈제오리고기, 통마늘취향에 따라 칠리소스 혹은 땅콩소스에 찍어드시면 아주 맛이 좋답니다. :) ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"1182","잔치국수","1","끓이기","","492.00","310.00","56.30","13.50","3.40","1514.59","","https://recipe1.ezmember.co.kr/cache/recipe/2016/04/19/c05fff77a77c41cce7566b23b15ec04c1.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2016/04/19/c05fff77a77c41cce7566b23b15ec04c1.jpg","잔치국수 , 소고기다짐육 300g , 계란 100g , 호박 60g , 당근 40g , 양념 : 간장 , 깨소금 , 마늘 , 고추가루 , 참기름"," 1 김밥만들고 남은 재료, 2 멸치육수를 준비합니다, 3 호박을 채칩니다, 4 후라이팬에 호박을 살짝볶습니다, 5 소면을 쌂습니다, 6 5에 멸치육수를 붓고 고명을 보기좋게놓고 양념간장을 곁들어 내놓습니다 ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"1183","쟁반국수","4","끓이기","","1018.25","535.00","57.70","30.00","20.50","2309.21","","https://recipe1.ezmember.co.kr/cache/recipe/2017/04/04/cf60f15274de23b4ad3fdccb9f0b9a861.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2017/04/04/cf60f15274de23b4ad3fdccb9f0b9a861.jpg","냉면4인분 , 달걀 200g , 양배추 4통 , 오이 1개 , 땅콩 20g , 고춧가루4.50g , 고추장 20g , 설탕 20g , 물엿 40g , 식초 60g , 레몬즙 10g , 진간장 40g , 참기름 10g , 사과 2개 , 마늘 10g"," 1 오이와 양배추는 씻고요. 사과는 껍질을 벗기고요. 마늘 10g 분량을 준비합니다. 2 양배추는 슬라이스쳐서 물에 담가두고요. 3 사과는 깍둑썰기 하고요. 마늘도 잘라주고요. 마늘은 더 넣으셔도 되고요. 전 마늘맛이 너무 강한 것은 싫어서 10g 정도만 넣었어요. 미니 믹서기에다 넣고 휘릭 갈아줬답니다.사과대신 매실청이나 사이다로 대체 가능합니다. 4 양념장 만들기 시작할게요. 고춧가루 4.50g 준비하고요. 고추장 20g 그리고 사과와 마늘 간 것을 넣고요. 5 진간장 40g과  물엿 40g 식초 60g. 그리고 상큼함을 더하려고 레몬즙 10g 넣었어요. , 6 달달함 추가 설탕 20g 넣고요. 참기름 10g 넣고요. 7 깨소금 10g, 8 그리고 숙성한 겨자를 230g을  독하게 넣어봅니다. 쟁반국수 양념은 미리 만들어 두고  하루나 이틀 숙성시켜드시면  훨씬 맛이 깊고 감칠맛이 납니다. 9 냉면 면을 구입했는데요. 어찌나 찰떡같이 잘 붙어있는지  면을 찬물에 담가서 뜯어줬어요. 너무 오래 담그진 말고 면에 물만 묻히고 물을 따라버립니다. 10 가닥가닥 면을 분리해 주고요. 면이 붙어있으면 덩어리가 그대로 나오니깐 면을 잘 풀어주어야 해요. 11 냄비에 물을 올리고 물이 끓어오르면 냉면을 넣고요. 1분 정도 면을 담가서  젓가락으로 저어 주고  바로 면을 꺼냅니다.냉면은 오래 끓으면 불어서 찰기가 없어집답니다. 소면이 아니라서 따로 찬물을 붓거나 할 필요가 없답니다. , 12 면을 삶고 나서 바로 찬물에 담가서  면을 박박 문지르면서 씻어줍니다. 면에 붙어있는 밀가루를 제거하기도 하고 면에 찰기도 생기게 하는 과정이랍니다. 뽀얀 물이 많이 빠질 때까지 씻어줍니다. 5번 정도!, 13 오이도 체치고 양배추는 물에서 건져주고요. 달걀 삶은 것 4개 준비해서  예쁜 모양을 만들어주었는데요. 14 쟁반국수 면에 양념장을 듬뿍 올려서 비벼줍니다. 한 번에 푹 넣지 마시고 여러 번 나눠서 넣으면서 간을 보셔요. 저는 준비한 쟁반국수 양념을 거의 다 넣고  위에 올려줄 양념 조금 남기고 비볐답니다. 15 오른손으로 비비고 왼손으로 비비고  여기서 잠깐! 국수가 되직하면  냉면 육수를 4컵 정도 넣어주셔요. 생수를 넣으셔도 됩니다. 16 양배추랑 오이랑 예쁘게 돌려서 담고요. 양념한 면을 올리고 고명으로 땅콩도 올려줬어요. 달걀도 올리고요. ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"1184","짜장면","2","기타","","640.00","529.00","86.20","16.20","13.30","1843.68","","https://recipe1.ezmember.co.kr/cache/recipe/2020/02/10/3ef453363336e0d344247407d79fb0f11.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2020/02/10/3ef453363336e0d344247407d79fb0f11.jpg","닭고기 100g , 양배추 30g , 양파 60g , 당근 조금 , 대파 1개 , 짜장면2개 , 미향 1t , 생강가루 톡톡 , 후춧가루 톡톡 , 멸치액젓 1t , 참기름 1t , 고추가루 1t"," 1 닭고기 살을 잘게 썰어 주세요, 2 미향 1t 생강가루 후춧가루 톡톡 뿌리고 멸치액젓 1t 참기름 1t를 넣고 섞어주세요, 3 닭고기를 양념해 두고 양배추와 양파를 네모지게 썰어 주세요 대파를 썰어 주세요, 4 짜장면을 준비합니다, 5 한쪽에 물을 끓여주세요 라면을 끓여요, 6 다른 한쪽에 양념한 닭살과 채썬 당근을 볶아주세요, 7 팬 가운데 식용유를 넉넉히 두르고 썰어 놓은 양배추와 양파를 넣고 쎈불에 볶아주세요 불을 끕니다, 8 3분간 끓인 라면을 볶은 야채 속에 넣어 주세요, 9 면만 건져서 넣어 주세요, 10 짜장 가루를 넣어 주세요, 11 대파를 넣고 섞어주세요, 12 완성입니다, 13 그릇에 담고 고추가루를 넣고 섞어서 맛있게 먹어요 ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"1185","짬뽕","3","기타","","2889.05","464.00","66.10","22.30","12.30","1446.06","","https://recipe1.ezmember.co.kr/cache/recipe/2016/02/10/11e75fa5c7f60c412a0ec7a632fc5cea1.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2016/02/10/11e75fa5c7f60c412a0ec7a632fc5cea1.jpg","새우 150g , 홍합 100g, 오징어 100g , 양파 120g , 당근 40g, 소금반 1/2g , 고운고춧가루 1.5g , 배추잎 1장 , 숙주 100g, 물 8부(그릇) , 짬뽕8부(그릇) , 혼다시 1g , 다진마늘 1g , 훗추가루약간"," 1 팬에 기름을두르고 야채와 고은고춧가루 1티스픈 반, 함께 볶으새요, 2 준비된 물 ,짬봉그릇으로 8부 부으시고, 3 우동면 하고 양념 재료 넣으세요 (참기름은 재외) 혼다시 소금 훗추가루 다진마늘, 4 국물이끓면 해물 넣으시고요 한번더 끓으면, 5 짬봉그릇에 참기름 약간두르고, 6 끓은 짬봉을 그릇에 담아서 맛있게드세요 ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"1186","쫄면","6","끓이기","","31.30","706.00","127.90","17.70","13.80","1377.01","","https://recipe1.ezmember.co.kr/cache/recipe/2015/07/16/b90010472eb3ef46ddf56d42096478ab.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2015/07/16/b90010472eb3ef46ddf56d42096478ab.jpg","쫄면 , 콩나물 200g, 오이 20g , 당근 20g , 양념 : 고추장 2g , 고추가루 5g , 식초 2g , 매실액 2g , 설탕 5g , 간장 2g , 다진마늘 3g , 참기름 , 통깨 약간"," 1 오이랑 당근은 채 썰어 놓고 콩나물은 끓는물에 살짝 데쳐 놓고 양념장은 분량의 재료를 넣어 만들어 놓아요. 2 쫄면을 삶아 찬물에 헹궈 물기를 빼고 그릇에 담아 놓구요. 3 오이랑 당근 콩나물을 둘러담고 양념장을 곁들여주세요. ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"1187","칼국수","6","끓이기","","721.50","540.00","104.30","23.10","3.50","1542.00","","https://recipe1.ezmember.co.kr/cache/recipe/2017/03/20/0895d0a3c5bf13f67fdb00adf20c48d71.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2017/03/20/0895d0a3c5bf13f67fdb00adf20c48d71.jpg","칼국수 400g, 당근40g, 양파 60g, 호박 200g, 부추 50g, 대파 50g, 물 8컵, 국간장 2g, 다진마늘 5g, 후추 조금, 소금 3g"," 1 칼국수 황금레시피,칼국수 만드는법, 2 재료:칼국수400g,당근2개,양파2개,호박2개,부추100원짜리 만큼,대파2대,물8컵 국간장2스푼,다진마늘5g,후추조금,소금3스푼~2스푼, 3 칼국수를 만들때 황금레시피라기 보다는 제일 중요한것은 육수를 내주는거예요~ 사실 육수만 내주면 여기에 무얼 넣어서 끓여도 맛있지요^^ 물8-9컵을 넣고 멸치,다시마 등을 넣어 육수를 내줍니다. 육수가 끓기시작하면 다시마는 건져냅니다.  20분정도 , 4 육수를 끓이는 동안  대파2대,당근2개,호박2개,양파2개,부추 조금을 먹기 좋은 크기로 재료를 손질해주세요. 5 육수가 다 끓었다면 육수재료를 모두 건져내고  칼국수 면을 찬물에 가볍게 헹구어 면을 건져낸후, 6 육수에 면과 당근,호박,양파를 넣고 끓여주세요. 7 여기에 국간장2스푼,다진마늘5g,후추조금 그리고 소금으로 간을 해줍니다. 8 야채가 익으면 부추와 대파를 넣고 30초 정도만 넣고 끓이면, 9 칼국수가 완성이 되었어요^^ ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"1188","콩국수","6","끓이기","","2108.00","651.00","71.40","31.20","26.80","532.23","","https://recipe1.ezmember.co.kr/cache/recipe/2015/06/09/733465162c3632e63e913f77f5e26a83.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2015/06/09/733465162c3632e63e913f77f5e26a83.jpg","흰콩 540g, 소금 50g , 소면  800g(5인분), 오이 80g(2개), 토마토 60g(1개)"," 1 흰콩(백태)을 찬 물에 담가 냉장실에서 하룻밤 정도 푹 불려요. 2 불린 콩 3컵이면 콩국수 5인분을 만들 수 있어요. 3 냄비에 콩을 담고 콩이 푹 잠기도록 물을 적당량 붓고 삶아줍니다. 4 팔팔 끓어오르기 시작하면서 3~4분 정도만 끓이고 건져주세요. 너무 오래 끓이면 콩물이 고소하지 않고 메주냄새가 나고요. 색도 누렇게 변해버려요. 5 삶은 콩을 살살 비비면 콩껍질이 나올거에요. 모두 걸러주시고요. 6 불린 콩 3컵에 9~10컵 정도의 물을 붓고 믹서에 갈아줍니다. 두 번 나누어서 갈아주셔야 콩국물이 믹서에서 넘치지 않아요. 7 중간에 잠시 쉬었다가 다시 조금 더 오래 갈아줍니다. 오래도록 곱게 갈아야 국물이 진하게 우러나와요. 8 믹서에서 간 콩국물을 체에 면보를 올려 거른 후 국물을 꼬옥 짜주세요.콩물을 거르고 난 찌꺼기 비지는 나중에 찌개를 끓여드시면 되지요. 9 콩국물을 걸러내고나면 거품이 위에 동동 많이 뜬답니다. 고운 체로 거품을 건진 후 소금으로 간해주시고 나중에 국수도 넣고 얼음을 띄울거라 조금 짠 듯이 간을 해야 나중에 간이 잘 맞아요. 10 오이채와 토마토를 썰어서 준비해두고요. 11 국수를 쫄깃하게 삶아 그릇에 담고 콩국물과 오이채, 토마토를 올리면 완성. 12 보기좋으라고 위에 검은 깨를 솔솔 뿌려주었지요. ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"1189","회냉면","3","끓이기","","151.50","741.00","111.00","29.00","20.10","495.47","","https://recipe1.ezmember.co.kr/cache/recipe/2016/08/11/c76510dcd2b6c57cbfc26c5d40f958521.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2016/08/11/c76510dcd2b6c57cbfc26c5d40f958521.jpg","홍어 1000g, 막걸리 50g, 레몬즙 5g, 식초 30g, 파 50g, 마늘 30g, 고춧가루 20g, 간장 40g, 배 50g, 오이 50g, 무 100g, 설탕 10g"," 1 홍어를 준비합니다, 2 썰어 놓습니다, 3 2에 식초 막걸리를 넣어 냉장고에서 하루를 삭힙니다, 4 3을 꼭짜 놓고 배 오이.무.파.마늘. 양념장을 준비합니다, 5 야채를 채처 놓습니다, 6 4를 양념장에 버무립니다, 7 5에 야채를 썩습니다, 8 냉면을 쌂아놓습니다, 9 8을 양념장에 버무려놓습니다, 10 8에 홍어무침과계란 배 오이로 고명을 합니다맛있는 냉면이 완성됐습니다 ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"1190","계란볶음밥","1","볶기","","2534.50","584.00","63.00","17.20","29.30","827.60","","https://recipe1.ezmember.co.kr/cache/recipe/2019/01/20/b5b38ee9dac593791a87d672b84c305b1.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2019/01/20/b5b38ee9dac593791a87d672b84c305b1.jpg","스팸 60g, 멸치 40g, 밥 400g, 계란 60g(2개), 간장 10g , 설탕 10g, 후추5g, 참기름 5g"," 1 팬에 식용유 살짝 두르고 계란2개를 풀어 스크램블 한다. (너무 오래볶으면 질겨지므로 부드럽게 익으면 따로 건져놓는다), 2 계란볶은팬에 스팸을 작게 잘라 바짝 볶아준다. 3 스팸이 익으면 멸치반찬을 넣고 살짝 볶아준다. 4 멸치가 따뜻해지면 냉동밥(전자렌지에 약 4분해동)을 넣고 섞어준다. (밥을 넣고 섞을때누 불을 끄고 섞어야 눌러붙지않는다.)전자레인지, 5 밥과 부재료가 전부 섞이면 불을 약불로 하고 따뜻하게 볶아준다. 이때 간장10g,설탕1/2큰술,후추약간,참기름 약간 넣고 섞어준다. 6 마지막으로 스크램블 계란을넣고 골고루 섞어 불을 끈다. 7 그릇에 올려 완성한다. ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"1191","고추김밥","4","기타","","1533.00","490.00","79.80","14.10","12.80","948.04","","https://recipe1.ezmember.co.kr/cache/recipe/2015/07/31/c615614b6cb8d0bf629c9f83f171153f1.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2015/07/31/c615614b6cb8d0bf629c9f83f171153f1.jpg","밥 210g, 김 2장 , 달걀 150g, 당근 60g, 고추 4개 , 양념 : 막장 , 깨소금 , 참기름 , 식초 약간"," 1 밥은 식초, 참기름, 깨소금을 넣어준 뒤 섞어준다. 2 당근은 곱게 채를 썰어 볶아주고, 달걀은 지단을 부쳐 곱게 채를 썰어둔다. 오이고추, 붉은 고추, 막장을 준비해 둔다. 3 김 위에 밥을 올리고 당근, 달걀, 막장 넣은 풋고추를 올려준다. 4 돌돌말아 준 후 썰어주면 완성 ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"1192","노른자기장밥","4","끓이기","","37.50","331.00","73.50","6.90","1.10","2.79","","https://recipe1.ezmember.co.kr/cache/recipe/2019/11/07/8511014a79b88460edb8c8fd59f3acc61.png","https://recipe1.ezmember.co.kr/cache/recipe/2019/11/07/8511014a79b88460edb8c8fd59f3acc61.png","기장밥 50g, 감자 100g, 삶은달걀노른자 1개 , 브로콜리 15g, 당근 5g, 캐슈너트 5알 , 두유 90mL , 물 50mL"," 1 쌀, 기장 5:1 비율로 밥을 짓는다. 2 믹서에 두유, 브로콜리, 당근, 볶은 캐슈너트를 곱게 갈아주고 밥을 넣고 다시 40초 갈아준다.가능하면 설탕 등의 첨가물이 없는 (무조정) 두유를 사용한다. 3 감자는 잘게 썰어서 물에 10분 담가둔 뒤 볶아주고 물을 50mL 부어서 익힌다. 4 감자가 익으면 2. 내용물을 부어 약한 불에서 천천히 저어준다. 기포가 올라오고 난 후 1분을 더 저은 후 불을 끈다. 5 삶은 달걀노른자를 체에 밭친 후 완성된 이유식 위에 올려준다. ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"1193","낙지덮밥","3","기타","","639.00","525.00","84.40","20.60","11.70","743.31","","https://recipe1.ezmember.co.kr/cache/recipe/2015/08/26/0369d40957d8f8e6b5df6f24a28927c2.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2015/08/26/0369d40957d8f8e6b5df6f24a28927c2.jpg","낙지 120g , 굵은소금 조금 , 양파 60g , 당근 30g , 대파 1줄기 , 청양고추 36g , 상추 , 오이 , 김가루 , 소금 , 다시마육수 1/2컵 , 밥 2공기 , 양념 : 고추장 10g , 설탕 1/2큰술 , 다진마늘 1/2큰술 , 참기름 약간 , 참깨 약간"," 1 먼저 낙지 내장을 빼내고 적당한 크기로 잘라 주었구요. 내장을 빼내고 적당한 크기로 썰어놓은 낙지에 왕소금을 넣고 박박 씻어 주어야 낙지 특유의 미끌미끌한 타액과 낙지 비린맛이 없어지고 볶음요리 할 때에도 물이 생기지 않습니다. 2 팬에 손질한 낙지와 채소와 양념을 넣고 육수를 넣어 볶음을 합니다. 식용유로 볶음요리를 하는것이 아니라 육수로 볶음요리를 합니다. 3 육수(멸치육수 or 다시마육수)를 넣고 센불에 볶아주기 시작합니다. 지글지글 잘 볶아지는 모습이네요. 국물이 더 자박자박하게 볶아 주었습니다. 낙지는 수분이 많이 나오는 해물이므로 필히 센불에 빠르게 볶음을 하여야 육수가 자박해지고 물이 생기지 않아요. 4 돌솥 그릇에 버터를 손톱사이즈만하게 하나 넣으세요. 5 따뜻한 밥을 한 공기를 넣었구요. 완성된 낙지 볶음을 밥위에 예쁘게 올려 놓고요. 불위에서 지글지글 소리가 날때까지 달구어 주다가 약 3-4분 가량 더 달구어 주면맛있는 누룽지도 확보 할 수 있습니다. 6 완성된 돌솥낙지덮밥입니다. 김가루와 오이채. 상추를 잘게 썰어서 같이 올려준다음 참기름 살짝 넣고 참깨도 살살 뿌려서 골고루 잘 버무려서 드시면 아주 뜨겁고 매콤한 돌솥낙지를 맛볼 수 있겠죠. 7 돌솥 그릇의 뽀나스~~낙지의 맛이 베인 누룽지, 다른 누룽지와 비교를 불허합니다. ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"1194","날치알김밥","3","기타","","153.00","461.00","74.50","15.90","11.10","777.20","","https://recipe1.ezmember.co.kr/cache/recipe/2017/09/05/d5a0975451aa2447510eda24bb0439c61.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2017/09/05/d5a0975451aa2447510eda24bb0439c61.jpg","김 20g , 날치알 30g, 와사비 마음대로 , 양념 : 후리가께 없으면없는데로 , 간장 취향껏"," 1 밥에 후리가께를 넣어주세요 없으면안넣으셔도되요, 2 날치알에 와사비와 간장을 넣으세요 저는 와사비를좋아해서 많이넣었어요, 3 둘다 섞어섞어요!!가루와사비 생와사비 둘다가능해요 전가루와사비를 물에게어서 사용했어여, 4 김에밥을올리고 날치알을 올려줘여 김밥용김으로 하셔도되고 일반김으로 하셔도되여!!전 짭조름한 일반김으로했어영~, 5 돌돌 말아서 자르면 끝!!!참쉽쥬? 간단한데 비해 꿀맛!!!!, 6 만들어보아용 ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"1195","닭고기덮밥","2","기타","","36.00","510.00","60.80","46.80","8.90","626.21","","https://recipe1.ezmember.co.kr/cache/recipe/2016/01/28/4f9fdc38d27e50910c4d6335ae60f2691.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2016/01/28/4f9fdc38d27e50910c4d6335ae60f2691.jpg","닭안심 300g , 당근 40g , 파프리카 30g , 양파 30g , 완두콩 , 달걀 50g , 카레가루 , 간장"," 1 닭고기는 먹기 좋은 크기로 잘라주세요. 그리고 야채도 다져서 준비해 주심 된답니다. 완두콩은 미리 뜨거운물에 삶아주세요. 2 오목한 팬에 기름을 아주 살짝 두르고 닭고기와 양파를 넣고 볶아주세요. 3 닭고기랑 양파가 어느정도 익으면 당근,파프리카를 넣고 볶아주세요. 4 카레가루를 넣어주세요. 5 간장을 넣어주세요. 맛을 보고 부족하다 싶으면 간장으로 조절하심 될것같아요. 양념이 잘 베이도록 볶아주세요. 6 마지막에 달걀을 풀어서 넣어주세요. 달걀이 몽글 몽글 익을때쯤!! 완두콩을 넣고 한번더 볶아주면 완성입니다. ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"1196","돈까스김밥","1","기타","","1025.00","646.00","101.20","18.50","18.60","769.81","","https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/7bc46ae8214e175abbe3dfe3467849ad.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/7bc46ae8214e175abbe3dfe3467849ad.jpg","돈까스 360g , 계란 200g , 단무지 , 당근 50g , 시금치 250g , 어묵 , 밥(가감) 8~9공기 , 양념 : 참기름 , 소금 , 맛술 10g , 후추 , 돈까스양념 : 오일 , 데리야끼소스(어묵도)"," 1 돈까스는 바삭하게 튀겨준뒤 한김 식혀서 자른후 데리야끼소스 3큰술 정도 넣어서 조려줍니다, 2 데리야끼소스 3큰술 정도 넣어서 조려줍니다. 3 시금치는 끓는물에 소금을 넣고 데쳐서 찬물에 헹구고, 4 물끼를 짜준뒤 참기름과 소금으로 조물거려주세요. 당근도 채 썰어서 달군팬에 오일을 두르고 살짝볶아주고 간은 소금으로 해줍니다, 5 계란은 소금과 후추조금, 맛술 10g을 넣고 잘 풀어서 팬에 부쳐주시고, 6 어묵은 썰어서 달군팬에 살짝 볶다가 데리야끼소스로 간을해서 준비해줍니다, 7 재료들이 준비되면 밥도 양념을 해 주시는데요. 참기름과 소금으로 간을 맞춰주세요, 8 재료의 간이 세면 밥은 좀 싱겁게 해주시구요 조절하시면 됩니다, 9 김에 밥을 얇게 깐뒤 재료들을 올려서, 10 힘있게 돌돌 말아주면 완성입니다. ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"1197","돌솥비빔밥","4","기타","","382.15","558.00","93.80","20.50","11.20","1281.83","","https://recipe1.ezmember.co.kr/cache/recipe/2020/09/30/67465ab5f883b85f6d5c93aa54f7c89c1.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2020/09/30/67465ab5f883b85f6d5c93aa54f7c89c1.jpg","알배추 30g, 깻잎 15g, 상추 20g, 콩나물 200g, 애호박50g, 참기름 5g, 깨 1꼬집 , 김 1장 , 달걀 50g, 고추장 5g, 다진마늘 0.5g, 밥 1인분"," 1 비빔밥에 넣을 야채를 준비해 주세요. - 알배추(1장), 깻잎(3장), 애호박(4개), 상추(4장), 콩나물(한줌), 2 애호박과 콩나물은 먼저 살짝 볶아 주세요. - 애호박과 콩나물은 소금(한꼬집), 참기름(0.5스푼), 깨(한꼬집), 다진마늘(0.5스푼)을 넣고 살짝 볶아 주세요.명절 후, 남은 나물이 있으면 그대로 활용하시면 좋습니다. 3 뚝배기에 참기름(5g)을 넣고 표면에 발라 주세요. - 열을 가했을 때 타지 않도록 골고루 발라 주시면 됩니다. 4 밥을 넣어주세요. 5 볶은 야채와 나머지 야채를 넣어 주세요. 6 계란을 노른자가 살짝 덜 익게 해서 준비해 주세요. - 뚝배기에 열을 가하면 잔열이 있기에 나중에 비벼서 드시면 됩니다. 7 마지막으로 김가루를 넣어주시면 됩니다. - 양념은 간단하게 고추장만 있으면 됩니다. ",\N,\N,\N,\N,\N,\N,\N,\N,\N
